DEPTH,NPHI,RHOB,GR,RT,PEF,CALI,DT
3107.1,0.1298,2.5677,36.3847,2.0893,7.5627,8.6637,79.5202
3107.2,0.1287,2.5639,36.1226,2.0953,7.5676,8.6637,79.775
3107.3,0.1289,2.5622,36.2096,2.0863,7.5784,8.6637,80.0728
3107.4,0.1305,2.5629,36.3326,2.1104,7.5982,8.6637,80.2608
3107.5,0.1328,2.5644,37.3161,2.1246,7.6152,8.6637,80.5053
3107.6,0.1352,2.5646,38.9723,2.0635,7.6107,8.6637,80.7455
3107.7,0.137,2.5629,39.4407,2.0248,7.5855,8.6637,80.7261
3107.8,0.1371,2.5609,40.0742,1.9954,7.567,8.6637,80.7085
3107.9,0.135,2.5605,39.5229,1.9404,7.5802,8.6637,80.6785
3108.0,0.131,2.5623,38.7692,1.8888,7.6053,8.6637,80.4791
3108.1,0.1268,2.5648,36.2619,1.9133,7.6163,8.6637,80.2991
3108.2,0.1245,2.5667,35.2953,2.0114,7.6034,8.6637,80.1291
3108.3,0.1252,2.5677,34.2455,2.1566,7.5767,8.6637,79.7433
3108.4,0.1282,2.5676,32.6183,2.2928,7.5553,8.6637,79.3959
3108.5,0.1306,2.5672,34.8494,2.2374,7.5476,8.6637,79.085
3108.6,0.1298,2.5672,36.5895,2.0832,7.5659,8.6637,78.5043
3108.7,0.1261,2.5684,37.2656,2.0077,7.6305,8.6637,78.1021
3108.8,0.1223,2.5718,36.2029,2.0119,7.7285,8.6637,77.9262
3108.9,0.1215,2.5764,34.126,2.1988,7.8165,8.6637,77.6128
3109.0,0.124,2.5803,33.1186,2.3787,7.8504,8.6637,77.4142
3109.1,0.128,2.5811,34.4373,2.3568,7.8185,8.6637,77.4004
3109.2,0.1304,2.578,35.9788,2.2358,7.7403,8.6637,77.079
3109.3,0.1298,2.5734,35.6177,2.1329,7.6632,8.6637,76.9646
3109.4,0.1267,2.5711,35.5429,2.1278,7.6321,8.6637,77.3006
3109.5,0.123,2.5728,35.9015,2.1583,7.6713,8.6637,77.0537
3109.6,0.1203,2.5775,35.4317,2.2045,7.7543,8.6637,77.014
3109.7,0.1199,2.582,35.5343,2.2917,7.8336,8.6637,77.7119
3109.8,0.122,2.5842,34.8844,2.3651,7.8618,8.6637,78.1822
3109.9,0.1261,2.5834,35.0799,2.4479,7.8276,8.6637,78.5989
3110.0,0.1315,2.5804,36.2156,2.4133,7.75,8.6637,79.0446
3110.1,0.1365,2.5773,37.7012,2.2413,7.6829,8.6637,79.3549
3110.2,0.1396,2.576,40.5942,2.0863,7.6653,8.6637,79.6129
3110.3,0.1402,2.5766,40.0983,1.9859,7.7156,8.6637,79.8556
3110.4,0.1396,2.5777,40.4095,1.9446,7.806,8.6637,79.48
3110.5,0.1396,2.5772,40.2398,2.0696,7.8795,8.6637,78.9165
3110.6,0.1407,2.575,39.1805,2.2054,7.8966,8.6637,78.8385
3110.7,0.1417,2.5717,39.2778,2.1734,7.8532,8.6637,78.2567
3110.8,0.1415,2.5685,38.2855,2.0294,7.7804,8.6637,77.5819
3110.9,0.1398,2.5666,37.9903,1.9521,7.7247,8.6637,78.3568
3111.0,0.1376,2.5663,36.9666,2.0169,7.6922,8.6637,78.8252
3111.1,0.1359,2.567,36.2475,2.0491,7.6885,8.6637,79.0943
3111.2,0.1347,2.5673,35.5645,1.9986,7.7014,8.6637,79.5543
3111.3,0.1337,2.5669,35.4291,1.9671,7.7194,8.6637,80.1164
3111.4,0.133,2.5667,35.9935,2.0183,7.7249,8.6637,80.7715
3111.5,0.1336,2.5673,36.1697,2.083,7.696,8.6637,81.6834
3111.6,0.1366,2.568,35.2861,2.1578,7.642,8.6637,82.4723
3111.7,0.1424,2.5673,34.8538,2.1446,7.5888,8.6637,83.137
3111.8,0.1498,2.5654,36.1613,2.0559,7.5474,8.6637,83.9863
3111.9,0.1585,2.5627,37.924,1.9445,7.511,8.6637,84.9765
3112.0,0.1683,2.5587,40.1564,1.8859,7.4801,8.6637,86.1341
3112.1,0.178,2.5539,41.8107,1.7501,7.4627,8.6637,87.3202
3112.2,0.1859,2.5487,44.7462,1.5642,7.4639,8.6637,88.3279
3112.3,0.1916,2.5448,48.484,1.4423,7.4805,8.6637,89.0611
3112.4,0.195,2.5423,48.9571,1.3937,7.4959,8.664,89.5476
3112.5,0.1946,2.5401,48.953,1.3916,7.5043,8.6976,89.6627
3112.6,0.1948,2.5377,50.8099,1.3341,7.5116,8.6976,89.1561
3112.7,0.1938,2.5359,50.5428,1.2782,7.5287,8.6975,88.4185
3112.8,0.1907,2.5355,49.4728,1.3131,7.5626,8.6864,87.5913
3112.9,0.1845,2.5359,49.4598,1.3411,7.6118,8.6976,86.6725
3113.0,0.1743,2.5362,49.991,1.3307,7.6589,8.6976,85.9414
3113.1,0.1616,2.5378,50.5621,1.2987,7.6997,8.6973,85.2544
3113.2,0.1519,2.543,49.3633,1.289,7.7335,8.6637,84.537
3113.3,0.1443,2.5512,44.5497,1.4377,7.762,8.6637,83.6504
3113.4,0.1416,2.5588,40.03,1.7197,7.7726,8.6637,82.7242
3113.5,0.1419,2.5625,37.8766,1.9338,7.7484,8.6637,81.8864
3113.6,0.143,2.5621,37.0693,1.9137,7.6932,8.6637,81.0831
3113.7,0.1441,2.5596,37.859,1.9051,7.6294,8.6637,80.4894
3113.8,0.1453,2.5577,37.5694,1.8981,7.5788,8.6637,80.9048
3113.9,0.1463,2.5574,37.9241,1.8866,7.548,8.6637,81.511
3114.0,0.1471,2.5577,38.1777,1.9035,7.5275,8.6637,82.2439
3114.1,0.1481,2.5571,38.8134,1.9024,7.5259,8.6637,83.1049
3114.2,0.1504,2.5552,39.8449,1.8834,7.5546,8.664,84.1059
3114.3,0.1533,2.553,39.8928,1.8254,7.595,8.6975,85.1935
3114.4,0.1615,2.5518,40.4902,1.7501,7.6019,8.6807,86.1033
3114.5,0.1733,2.5515,41.2156,1.6964,7.5576,8.6976,86.8805
3114.6,0.1864,2.5506,43.3637,1.613,7.472,8.6976,87.5301
3114.7,0.1973,2.5478,48.6467,1.4807,7.3772,8.6976,87.506
3114.8,0.2023,2.5429,54.8322,1.3916,7.2891,8.6976,87.2035
3114.9,0.1981,2.5369,56.8107,1.3399,7.2221,8.6976,86.6096
3115.0,0.1841,2.5315,57.5324,1.3022,7.1967,8.6976,85.8095
3115.1,0.1635,2.5292,57.1597,1.2624,7.2276,8.6976,84.8275
3115.2,0.138,2.5324,54.8466,1.2826,7.3051,8.7029,83.6245
3115.3,0.1248,2.5422,49.3008,1.4533,7.406,8.6637,82.2517
3115.4,0.1129,2.5563,41.5245,1.8764,7.5087,8.6637,80.6918
3115.5,0.1075,2.5701,33.1419,2.3022,7.602,8.6637,78.8725
3115.6,0.1072,2.5792,29.5882,2.6335,7.6781,8.6637,77.4749
3115.7,0.1101,2.5826,28.5833,2.6845,7.7262,8.6637,76.2873
3115.8,0.1149,2.5821,28.0846,2.634,7.7292,8.6637,75.379
3115.9,0.1198,2.5809,28.3061,2.6702,7.69,8.6637,75.0878
3116.0,0.1235,2.5804,31.2806,2.6581,7.6334,8.6637,74.9385
3116.1,0.1256,2.5799,33.8029,2.5377,7.6005,8.6637,74.8063
3116.2,0.1261,2.5793,34.8871,2.4203,7.6219,8.6637,74.8912
3116.3,0.1251,2.5795,37.0289,2.4103,7.6883,8.6637,74.9069
3116.4,0.1224,2.5804,36.5162,2.4076,7.7553,8.6637,74.5304
3116.5,0.1169,2.582,36.4696,2.4372,7.7804,8.6637,74.4227
3116.6,0.1085,2.5836,36.5274,2.592,7.7599,8.6637,74.4705
3116.7,0.0975,2.5859,34.4758,2.8994,7.7203,8.6637,74.7253
3116.8,0.0869,2.5898,31.6313,3.1541,7.6841,8.6637,74.9759
3116.9,0.0797,2.5961,28.6709,3.5152,7.6655,8.6637,75.3126
3117.0,0.0775,2.6042,26.3346,3.9606,7.648,8.6637,76.1069
3117.1,0.079,2.6111,23.1087,4.1018,7.6107,8.6637,75.0592
3117.2,0.0817,2.6133,22.2214,3.9687,7.5505,8.6637,73.0237
3117.3,0.0843,2.6106,23.3315,3.8344,7.4884,8.6637,71.7904
3117.4,0.0864,2.6055,25.1676,3.7739,7.4577,8.6637,70.9195
3117.5,0.0884,2.6009,27.5725,3.6935,7.4639,8.6637,70.3966
3117.6,0.0917,2.5975,30.339,3.5023,7.4707,8.6637,71.165
3117.7,0.0974,2.5938,33.4932,3.322,7.4411,8.6637,71.9682
3117.8,0.1054,2.5888,36.7307,3.2006,7.3778,8.6637,72.795
3117.9,0.1149,2.5828,40.8389,3.0001,7.3229,8.6637,73.5982
3118.0,0.1247,2.5765,43.357,2.8036,7.3079,8.6637,74.3115
3118.1,0.1335,2.5701,45.2522,2.654,7.3347,8.6637,74.9362
3118.2,0.1398,2.5637,46.459,2.4275,7.3827,8.6638,75.537
3118.3,0.1398,2.5592,46.643,2.1615,7.4406,8.6806,75.9584
3118.4,0.1386,2.5592,42.3856,1.9925,7.4986,8.6805,76.1495
3118.5,0.132,2.5643,36.7248,2.076,7.5388,8.6637,76.1098
3118.6,0.1256,2.5713,31.6325,2.507,7.54,8.6637,75.8926
3118.7,0.1222,2.5752,30.6781,2.6944,7.4878,8.6637,75.4402
3118.8,0.1226,2.5739,31.3278,2.4755,7.3994,8.6637,75.8151
3118.9,0.1257,2.5689,31.6151,2.301,7.3167,8.6637,76.3229
3119.0,0.1292,2.5628,32.9814,2.2294,7.2691,8.6637,76.8357
3119.1,0.1319,2.5574,34.4479,2.1657,7.256,8.6637,77.4064
3119.2,0.1338,2.5536,34.9811,2.1561,7.2574,8.6637,77.9991
3119.3,0.1357,2.5522,35.5214,2.1547,7.266,8.6637,78.6111
3119.4,0.1371,2.5528,35.5274,2.1376,7.2913,8.6637,78.9545
3119.5,0.1374,2.5538,35.1847,2.1154,7.3451,8.6637,79.2244
3119.6,0.1359,2.5548,34.5662,2.1108,7.433,8.6637,79.5165
3119.7,0.1333,2.5563,34.8977,2.1251,7.5196,8.6637,79.7541
3119.8,0.1305,2.5591,34.2656,2.1672,7.5698,8.6637,79.9149
3119.9,0.129,2.5626,32.9648,2.2344,7.5812,8.6637,79.8522
3120.0,0.129,2.5656,33.1622,2.2354,7.5667,8.6637,79.5782
3120.1,0.1302,2.5668,33.3463,2.2432,7.531,8.6637,79.2152
3120.2,0.1322,2.5661,34.135,2.2387,7.4761,8.6637,78.9301
3120.3,0.1337,2.5644,34.6319,2.2129,7.4161,8.6637,78.8817
3120.4,0.1335,2.563,35.3485,2.2161,7.3891,8.6637,78.9827
3120.5,0.1322,2.5624,35.4404,2.2269,7.3985,8.6637,79.1493
3120.6,0.1315,2.5621,35.5327,2.245,7.4244,8.6637,79.6434
3120.7,0.1332,2.5618,35.708,2.2624,7.4471,8.6637,80.3887
3120.8,0.137,2.5619,36.5515,2.2451,7.4719,8.6637,81.3177
3120.9,0.1411,2.5621,36.078,2.1908,7.529,8.6637,82.2727
3121.0,0.1439,2.5623,36.892,2.1317,7.6094,8.6637,83.2469
3121.1,0.1432,2.5617,38.5589,2.0808,7.6582,8.6638,84.2184
3121.2,0.1465,2.5602,39.4865,2.0781,7.6351,8.6805,84.3505
3121.3,0.1481,2.5583,39.6776,2.0606,7.5536,8.6637,83.5841
3121.4,0.1505,2.557,40.2886,2.1313,7.4616,8.664,82.7322
3121.5,0.151,2.5572,41.7839,2.2142,7.404,8.6973,81.7322
3121.6,0.1523,2.5593,42.4522,2.1712,7.4049,8.664,80.5422
3121.7,0.1501,2.5617,42.6073,2.0499,7.4693,8.6976,79.1095
3121.8,0.1434,2.5616,42.0547,1.9853,7.5716,8.6975,77.8404
3121.9,0.1361,2.5589,37.9304,2.1006,7.6681,8.6805,76.874
3122.0,0.1269,2.5581,33.2551,2.4626,7.741,8.6637,76.4723
3122.1,0.1214,2.5625,29.4703,2.7916,7.7907,8.6637,76.302
3122.2,0.1217,2.5703,28.5751,2.9346,7.8215,8.6637,76.4069
3122.3,0.1278,2.5764,30.4309,2.7827,7.8276,8.6637,76.9136
3122.4,0.1374,2.5767,34.64,2.4662,7.7918,8.6638,77.5629
3122.5,0.1461,2.5708,38.7614,2.2703,7.7209,8.6807,78.3354
3122.6,0.1562,2.5622,41.6424,2.0761,7.6451,8.6976,79.4138
3122.7,0.1637,2.5552,45.2093,1.84,7.6027,8.6976,80.6235
3122.8,0.1672,2.5513,45.8289,1.7688,7.6027,8.6973,81.9436
3122.9,0.1699,2.5503,44.5425,1.93,7.6091,8.6637,82.7383
3123.0,0.1699,2.5514,43.2915,2.0772,7.6036,8.664,83.302
3123.1,0.1683,2.5524,44.7,1.9975,7.5707,8.6976,83.769
3123.2,0.1679,2.552,45.5868,1.9072,7.525,8.6976,83.8759
3123.3,0.1653,2.5499,45.7087,1.8784,7.4953,8.6976,83.8415
3123.4,0.1604,2.548,46.7056,1.8126,7.4975,8.6976,84.0162
3123.5,0.1553,2.5479,47.5912,1.8591,7.5261,8.6973,83.9755
3123.6,0.154,2.5494,48.69,1.9791,7.5324,8.6638,83.8143
3123.7,0.1513,2.5507,48.5806,2.028,7.4881,8.6807,83.7479
3123.8,0.1529,2.5511,47.8338,2.1179,7.409,8.6976,83.4574
3123.9,0.1537,2.5503,48.3735,2.1422,7.3398,8.6973,82.9951
3124.0,0.1527,2.5489,47.9334,2.0383,7.3351,8.664,82.4439
3124.1,0.1426,2.5475,47.2664,1.9109,7.3988,8.6976,81.6537
3124.2,0.1323,2.5487,44.6308,1.958,7.4798,8.6976,80.646
3124.3,0.1232,2.5549,40.3173,2.1958,7.5029,8.6973,79.4309
3124.4,0.1183,2.5651,35.5996,2.5462,7.4192,8.6637,78.0129
3124.5,0.1129,2.5755,32.2946,2.7885,7.271,8.6637,76.378
3124.6,0.1081,2.5832,28.5589,2.9039,7.1546,8.6637,75.2927
3124.7,0.1041,2.5872,26.5605,2.9767,7.1217,8.6637,74.3428
3124.8,0.101,2.5901,24.009,3.1774,7.0983,8.6635,73.5423
3124.9,0.1026,2.5929,22.6373,3.4239,7.0025,8.6381,73.5865
3125.0,0.0999,2.5953,22.9593,3.4279,6.8591,8.6134,73.7753
3125.1,0.1038,2.5964,23.9934,3.2919,6.767,8.6637,74.0579
3125.2,0.1182,2.5958,24.2383,3.2535,6.7378,8.663,75.0637
3125.3,0.1341,2.5926,26.7216,3.1241,6.6915,8.5791,76.2097
3125.4,0.1553,2.5867,31.6061,2.9937,6.5757,8.5791,77.3997
3125.5,0.1744,2.5775,39.0393,2.7088,6.4557,8.5794,79.4457
3125.6,0.1822,2.5659,47.0134,1.7171,6.5033,8.6134,81.5024
3125.7,0.1898,2.5543,54.942,1.6151,6.5516,8.6637,83.0786
3125.8,0.1868,2.5455,55.0465,1.6019,6.7032,8.6637,84.1563
3125.9,0.1842,2.5422,52.8928,1.6509,6.8427,8.6635,84.9857
3126.0,0.1768,2.5436,52.0046,1.6721,7.0048,8.6388,85.5248
3126.1,0.1736,2.5465,51.0498,1.6485,7.185,8.6976,85.8613
3126.2,0.1733,2.5476,50.0517,1.6478,7.3404,8.6976,86.0816
3126.3,0.1714,2.5466,47.7483,1.7156,7.3934,8.6973,86.1552
3126.4,0.1698,2.5452,46.8151,1.7021,7.3069,8.6635,86.0007
3126.5,0.1691,2.5449,47.0192,1.6436,7.1012,8.6381,85.6879
3126.6,0.1627,2.5454,46.5895,1.7366,6.8662,8.6131,85.12
3126.7,0.1647,2.5458,47.5342,1.791,6.6864,8.6211,84.5676
3126.8,0.1603,2.546,46.7679,1.7527,6.6126,8.5796,84.0143
3126.9,0.1504,2.5472,46.2866,1.8023,6.5915,8.6385,83.3644
3127.0,0.1469,2.5503,44.0634,1.9331,6.544,8.6633,82.8267
3127.1,0.1497,2.5547,42.389,1.9827,6.4436,8.6127,82.3621
3127.2,0.1477,2.5591,40.9671,1.946,6.3778,8.5791,81.6806
3127.3,0.1462,2.5621,39.3385,1.9443,6.4652,8.5792,81.2391
3127.4,0.1432,2.5638,39.3788,2.0091,6.7372,8.5961,81.0177
3127.5,0.1404,2.5641,39.1428,2.1536,7.0738,8.6134,80.9102
3127.6,0.1427,2.5632,38.1938,2.227,7.3306,8.6637,81.1103
3127.7,0.1483,2.5617,39.2805,2.1844,7.3998,8.6637,81.6502
3127.8,0.1558,2.5597,41.6283,2.1134,7.2969,8.6637,81.9613
3127.9,0.1624,2.5569,44.196,2.0131,7.1259,8.6637,82.1126
3128.0,0.1629,2.5527,45.4717,1.8322,6.9886,8.6638,82.069
3128.1,0.1622,2.5479,46.1311,1.7555,6.9112,8.6805,82.3654
3128.2,0.155,2.5443,44.2724,1.8064,6.8374,8.6637,82.6165
3128.3,0.147,2.5427,42.6186,1.894,6.6959,8.6633,82.7301
3128.4,0.1452,2.5429,42.1554,1.9794,6.4962,8.6127,82.6278
3128.5,0.1474,2.5444,40.961,2.1061,6.3022,8.5791,82.4284
3128.6,0.1511,2.5478,39.5219,2.1872,6.2168,8.5791,82.1085
3128.7,0.1533,2.553,39.298,2.1242,6.3061,8.5794,81.7954
3128.8,0.1564,2.5573,41.4732,1.9523,6.5424,8.6134,81.6735
3128.9,0.1549,2.558,42.7278,1.8488,6.8054,8.6638,82.0303
3129.0,0.1525,2.556,43.2899,1.9106,6.9865,8.6805,82.3233
3129.1,0.1505,2.554,43.7091,1.968,7.01,8.6638,82.5579
3129.2,0.1497,2.5535,43.4768,1.9805,6.8756,8.68,82.6694
3129.3,0.1507,2.5538,43.674,1.9932,6.6591,8.6127,82.7077
3129.4,0.1528,2.5533,42.8693,1.9496,6.4676,8.5791,82.7217
3129.5,0.1546,2.5514,42.1355,1.9382,6.3913,8.5794,82.7619
3129.6,0.1512,2.5477,40.6789,1.9203,6.4285,8.6134,82.9734
3129.7,0.1524,2.543,39.8324,1.8698,6.5362,8.6637,83.2611
3129.8,0.1524,2.5388,41.62,1.8428,6.6531,8.6633,83.4787
3129.9,0.1555,2.536,42.2021,1.8578,6.7703,8.6132,83.7199
3130.0,0.1524,2.5354,42.1336,1.8995,6.8742,8.6385,83.9748
3130.1,0.1536,2.5373,42.8522,1.9294,6.9583,8.6637,84.2172
3130.2,0.1569,2.5407,43.231,1.9251,7.0068,8.6637,84.4681
3130.3,0.1629,2.5441,44.9874,1.9043,7.0196,8.6637,84.7126
3130.4,0.1701,2.5448,47.4915,1.798,6.9883,8.6637,84.6912
3130.5,0.174,2.5414,49.3985,1.6365,6.9396,8.664,84.5104
3130.6,0.1762,2.5365,49.3227,1.5967,6.8832,8.6973,84.1779
3130.7,0.1762,2.5327,47.9562,1.6654,6.8275,8.6637,83.767
3130.8,0.1702,2.5319,44.8413,1.8283,6.7716,8.6637,83.1812
3130.9,0.1621,2.5336,41.6934,1.9164,6.7454,8.6637,82.4031
3131.0,0.1533,2.5368,39.8497,1.9396,6.8103,8.6637,81.7596
3131.1,0.1466,2.5406,38.0467,2.0106,6.9868,8.6637,80.9826
3131.2,0.1443,2.543,37.9374,2.0425,7.1983,8.6637,80.0252
3131.3,0.1465,2.5431,38.0688,1.9976,7.3258,8.6637,80.675
3131.4,0.1505,2.5422,39.4959,1.9767,7.3253,8.6637,81.3027
3131.5,0.1539,2.5428,39.978,1.9863,7.2795,8.6637,81.5843
3131.6,0.1565,2.5454,38.6572,1.9843,7.256,8.664,82.1472
3131.7,0.1567,2.5486,39.0087,1.9484,7.2683,8.6976,82.6153
3131.8,0.1598,2.5499,40.343,1.9333,7.3002,8.6973,82.7838
3131.9,0.158,2.5495,40.446,2.002,7.322,8.6637,82.8487
3132.0,0.1531,2.5493,39.4574,2.0659,7.3091,8.6637,82.9024
3132.1,0.1476,2.5507,38.9511,2.1229,7.2316,8.6637,82.993
3132.2,0.1466,2.5537,39.8908,2.1389,7.0593,8.6633,82.9655
3132.3,0.1408,2.5579,39.8462,2.0532,6.8192,8.6131,82.9112
3132.4,0.1455,2.5618,40.8306,1.9848,6.5724,8.6211,82.8968
3132.5,0.147,2.5633,41.6804,1.9505,6.3696,8.5791,82.8243
3132.6,0.1505,2.5613,42.5206,1.9191,6.2459,8.5791,82.7309
3132.7,0.1519,2.558,41.7707,1.9384,6.1768,8.5794,82.6528
3132.8,0.1561,2.5559,40.8616,1.9386,6.139,8.6127,82.6483
3132.9,0.1563,2.5562,39.9052,1.9773,6.1343,8.5794,82.6591
3133.0,0.1534,2.5583,39.6089,2.0362,6.197,8.613,82.5267
3133.1,0.1536,2.5613,38.8739,2.1181,6.3516,8.613,82.5442
3133.2,0.1523,2.5634,39.379,2.1185,6.5927,8.6134,82.6637
3133.3,0.1544,2.5627,40.8413,2.0158,6.8743,8.6637,82.8394
3133.4,0.1543,2.559,41.7477,2.006,7.1153,8.6637,82.8543
3133.5,0.1522,2.5558,41.8149,1.9877,7.2498,8.6637,82.7395
3133.6,0.1498,2.5564,41.6759,1.9782,7.2537,8.6637,82.5396
3133.7,0.1487,2.5607,40.6312,1.9598,7.1526,8.6637,82.2478
3133.8,0.1488,2.564,39.6508,1.9445,6.9921,8.6637,81.8709
3133.9,0.1494,2.5628,39.4072,1.9327,6.814,8.6637,81.7393
3134.0,0.1496,2.5582,39.6749,1.9425,6.6331,8.6637,81.8144
3134.1,0.1521,2.5528,39.2643,1.9833,6.4588,8.6633,82.1229
3134.2,0.1477,2.5481,37.7721,2.0434,6.2933,8.6132,82.4561
3134.3,0.1496,2.5445,38.5463,2.0706,6.1605,8.6378,82.7623
3134.4,0.1507,2.5416,38.7738,2.0158,6.0766,8.5794,83.0297
3134.5,0.1489,2.5404,39.3887,1.9897,6.0456,8.613,83.4326
3134.6,0.1482,2.5412,40.5713,2.019,6.059,8.6136,83.8385
3134.7,0.151,2.5432,41.2614,2.0389,6.0997,8.6801,84.2228
3134.8,0.164,2.546,42.3782,1.952,6.1596,8.6213,84.7002
3134.9,0.165,2.5478,44.697,1.8224,6.2446,8.6134,85.2971
3135.0,0.161,2.548,44.2825,1.8308,6.3715,8.6637,86.1091
3135.1,0.1582,2.5466,44.34,1.8574,6.5119,8.6637,87.038
3135.2,0.159,2.5444,44.5923,1.8796,6.596,8.6633,87.9249
3135.3,0.1702,2.5428,43.6113,1.8327,6.5641,8.613,88.6211
