DEPTH,NPHI,RHOB,GR,RT,PEF,CALI
2618.6,,,23.9253,0.4625,,
2618.7,,,20.55,0.4398,,
2618.8,,,18.3861,0.4099,,
2618.9,,,24.4038,0.3978,,
2619.0,,,26.679,0.4041,,
2619.1,,,23.1984,0.4105,,
2619.2,,,23.4836,0.4251,,
2619.3,,,23.5802,0.4275,,
2619.4,,,21.4328,0.4323,,
2619.5,,,22.6495,0.4507,,
2619.6,,,23.4498,0.4882,,
2619.7,,,24.6926,0.5156,,
2619.8,,,23.5575,0.5268,,
2619.9,,,23.4186,0.5348,,
2620.0,,,23.0956,0.5422,,
2620.1,,,24.5659,0.5625,,
2620.2,,,26.036,0.592,,
2620.3,,,26.3049,0.6488,,
2620.4,,,30.4219,0.7172,,
2620.5,,,33.3898,0.7487,,
2620.6,,,32.3437,0.6881,,
2620.7,,,34.4864,0.6145,,
2620.8,,,36.8527,0.5935,,
2620.9,,,35.3703,0.6041,,
2621.0,,,32.8723,0.5939,,
2621.1,,,31.5418,0.5307,,
2621.2,,,34.8559,0.4722,,
2621.3,,,36.6733,0.4754,,
2621.4,,,32.0301,0.5212,,
2621.5,,,32.0714,0.556,,
2621.6,,,33.5604,0.5746,,
2621.7,,,33.0629,0.574,,
2621.8,,,30.4074,0.5615,,
2621.9,,,28.9899,0.573,,
2622.0,,,28.949,0.6026,,
2622.1,,,29.4347,0.6571,,
2622.2,,,30.7757,0.6774,,
2622.3,,,30.8144,0.6761,,
2622.4,,,32.2054,0.6864,,
2622.5,,,36.1193,0.7009,,
2622.6,,,38.2249,0.7286,,
2622.7,,,37.876,0.7769,,
2622.8,,,37.4997,0.6279,,
2622.9,,,37.8891,0.6086,,
2623.0,,,34.0195,0.6248,,
2623.1,,,34.8227,0.6685,,
2623.2,,,36.1948,0.7042,,
2623.3,,,39.48,0.7348,,
2623.4,,,39.5407,0.7012,,
2623.5,,,39.5597,0.6595,,
2623.6,,,41.564,0.6366,,
2623.7,,,41.9022,0.7013,,
2623.8,,,35.5575,0.9934,,
2623.9,,,31.1982,2.1212,,
2624.0,,,28.87,4.4629,,
2624.1,,,28.3221,4.9202,,
2624.2,,,27.8479,6.2909,,
2624.3,,,27.0752,13.9574,,
2624.4,,,26.6159,80.085,,
2624.5,,,26.3573,43.0255,,
2624.6,,,26.1043,6.0441,,
2624.7,,,28.2452,2.6965,,
2624.8,,,30.5448,3.9773,,
2624.9,,,35.7005,4.4138,,
2625.0,,,47.1101,2.2266,,
2625.1,,,54.4576,1.1956,,
2625.2,,,56.6522,1.01,,
2625.3,,,49.5775,2.0271,,
2625.4,,,38.8029,7.7017,,
2625.5,,,31.4347,19.9144,,
2625.6,,,27.7322,10.8377,,
2625.7,,,27.1993,1.7839,,
2625.8,,,27.5837,2.6098,,
2625.9,,,29.1968,4.0829,,
2626.0,,,29.5411,4.6155,,
2626.1,,,31.0716,3.9137,,
2626.2,,,28.7872,2.3776,,
2626.3,,,31.6252,0.9868,,
2626.4,,,34.0163,0.6543,,
2626.5,,,34.853,0.5433,,
2626.6,,,35.1707,0.4345,,
2626.7,,,33.0322,0.397,,
2626.8,,,33.5957,0.3896,,
2626.9,,,32.5439,0.384,,
2627.0,,,31.624,0.385,,
2627.1,,,33.7322,0.3825,,
2627.2,,,34.6648,0.3886,,
2627.3,,,32.6138,0.3866,,
2627.4,,,32.3043,0.3783,,
2627.5,,,32.718,0.3715,,
2627.6,,,33.5106,0.37,,
2627.7,,,30.77,0.3814,,
2627.8,,,32.5695,0.3899,,
2627.9,,,32.3143,0.396,,
2628.0,,,32.4611,0.3962,,
2628.1,,,31.4691,0.3951,,
2628.2,,,34.651,0.3956,,
2628.3,,,34.9532,0.3967,,
2628.4,,,32.6296,0.3954,,
2628.5,,,29.8134,0.3903,,
2628.6,,,29.6642,0.3699,,
2628.7,,,31.587,0.3198,,
2628.8,,,31.3049,0.3,,
2628.9,,,32.0505,0.3067,,
2629.0,,,30.3579,0.3168,,
2629.1,,,30.3228,0.3192,,
2629.2,,,30.9077,0.3188,,
2629.3,,,30.1258,0.3235,,
2629.4,,,30.2339,0.3212,,
2629.5,,,29.1403,0.3177,,
2629.6,,,30.5057,0.3195,,
2629.7,,,33.0124,0.3174,,
2629.8,,,32.0227,0.3178,,
2629.9,,,29.7775,0.3133,,
2630.0,,,30.6303,0.3142,,
2630.1,,,32.2953,0.3127,,
2630.2,,,30.7523,0.3197,,
2630.3,,,30.6576,0.335,,
2630.4,,,33.5958,0.343,,
2630.5,,,37.1626,0.36,,
2630.6,,,41.3619,0.4083,,
2630.7,,,46.463,0.4532,,
2630.8,,,48.2411,0.4567,,
2630.9,,,44.3966,0.627,,
2631.0,,,39.2852,0.9845,,
2631.1,,,38.1968,0.659,,
2631.2,,,35.3003,0.5457,,
2631.3,,,36.7187,0.5599,,
2631.4,,,38.2874,0.523,,
2631.5,,,39.1712,0.6542,,
2631.6,,,43.3447,0.923,,
2631.7,,,47.0666,1.0323,,
2631.8,,,46.9447,1.2995,,
2631.9,,,46.8852,2.7748,,
2632.0,,,46.5374,0.9745,,
2632.1,,,44.6676,1.3301,,
2632.2,,,41.2197,2.5703,,
2632.3,,,37.9781,2.4452,,
2632.4,,,37.4586,2.4242,,
2632.5,,,37.8048,2.4023,,
2632.6,,,35.3626,2.0196,,
2632.7,,,31.1598,1.6385,,
2632.8,,,26.9993,2.0454,,
2632.9,,,24.8893,1.7679,,
2633.0,,,25.1783,1.9987,,
2633.1,,,24.8376,2.4701,,
2633.2,,,24.0131,2.4074,,
2633.3,,,22.0123,1.7701,,
2633.4,,,24.4064,1.5818,,
2633.5,,,26.7134,0.2824,,
2633.6,,,25.8278,0.2912,,
2633.7,,,25.3764,0.2819,,
2633.8,,,23.3942,0.3042,,
2633.9,,,23.7412,0.3023,,
2634.0,,,24.7846,0.2954,,
2634.1,,,25.5928,0.296,,
2634.2,,,26.8226,0.2965,,
2634.3,,,27.3932,0.2987,,
2634.4,,,25.39,0.3018,,
2634.5,,,25.5073,0.3053,,
2634.6,,,25.6687,0.3052,,
2634.7,,,24.9034,0.3079,,
2634.8,,,26.3171,0.3091,,
2634.9,,,25.9344,0.3102,,
2635.0,,,27.0691,0.3119,,
2635.1,,,25.443,0.3146,,
2635.2,,,25.0895,0.3188,,
2635.3,,,25.568,0.3181,,
2635.4,,,26.7705,0.3205,,
2635.5,,,24.5406,0.3211,,
2635.6,,,23.0841,0.3243,,
2635.7,,,23.1887,0.3263,,
2635.8,,,24.9769,0.3283,,
2635.9,,,27.7421,0.3334,,
2636.0,,,28.4222,0.3331,,
2636.1,,,28.3103,0.3353,,
2636.2,,,27.905,0.3354,,
2636.3,,,28.1549,0.3358,,
2636.4,,,27.7684,0.3362,,
2636.5,,,25.7761,0.3366,,
2636.6,,,25.6239,0.334,,
2636.7,,,26.4032,0.3325,,
2636.8,,,24.194,0.3326,,
2636.9,,,23.5511,0.3328,,
2637.0,,,25.4212,0.3325,,
2637.1,,,24.6496,0.3317,,
2637.2,,,24.143,0.3298,,
2637.3,,,24.8254,0.33,,
2637.4,,,25.4847,0.3296,,
2637.5,,,26.4977,0.3282,,
2637.6,,,27.5929,0.331,,
2637.7,,,24.8872,0.3313,,
2637.8,,,22.7116,0.3318,,
2637.9,,,23.2888,0.3329,,
2638.0,,,25.4967,0.334,,
2638.1,,,24.863,0.3354,,
2638.2,,,23.5392,0.34,,
2638.3,,,23.1914,0.3467,,
2638.4,,,24.522,0.3498,,
2638.5,,,25.5239,0.3501,,
2638.6,,,25.6355,0.3527,,
2638.7,,,25.1593,0.3681,,
2638.8,,,25.7668,0.438,,
2638.9,,,25.7454,0.6257,,
2639.0,,,24.0717,0.9821,,
2639.1,,,23.6169,1.1651,,
2639.2,,,22.9899,1.7206,,
2639.3,,,21.1065,2.0191,,
2639.4,,,21.178,2.3176,,
2639.5,,,21.6519,2.6364,,
2639.6,,,22.7287,2.6707,,
2639.7,,,23.1566,2.7038,,
2639.8,,,23.1993,2.1958,,
2639.9,,,23.2729,1.7354,,
2640.0,,,27.1169,1.3474,,
2640.1,,,32.7914,1.1036,,
2640.2,,,43.494,0.9415,,
2640.3,,,57.4237,0.8787,,
2640.4,,,68.6011,0.8465,,
2640.5,,,74.5513,0.844,,
2640.6,,,74.1325,0.8721,,
2640.7,,,66.2263,0.8783,,
2640.8,,,61.8028,0.8767,,
2640.9,,,58.0411,0.8654,,
2641.0,,,56.521,0.8727,,
2641.1,,,58.0172,0.8992,,
2641.2,,,59.2228,0.9338,,
2641.3,,,59.2951,0.9001,,
2641.4,,,58.095,0.8664,,
2641.5,,,58.2726,0.8291,,
2641.6,,,58.663,0.8409,,
2641.7,,,58.8547,0.8528,,
2641.8,,,59.2675,0.8992,,
2641.9,,,55.276,0.9386,,
2642.0,,,52.1487,0.9777,,
2642.1,,,48.4231,0.923,,
2642.2,,,48.24,0.9088,,
2642.3,,,49.9191,0.9535,,
2642.4,,,49.4069,1.0348,,
2642.5,,,47.6952,1.0544,,
2642.6,,,47.9464,1.0739,,
2642.7,,,49.2519,1.0117,,
2642.8,,,50.8461,0.9277,,
2642.9,,,49.9297,0.8562,,
2643.0,,,54.8931,0.8706,,
2643.1,,,57.2782,0.9906,,
2643.2,,,56.7933,1.0878,,
2643.3,,,55.1025,1.4921,,
2643.4,,,53.0398,2.7238,,
2643.5,,,51.6896,4.9477,,
2643.6,,,50.7373,7.1676,,
2643.7,,,46.4994,7.6779,,
2643.8,,,44.9905,8.1838,,
2643.9,,,41.8164,6.8328,,
2644.0,,,42.2744,5.4809,,
2644.1,,,43.7016,3.7723,,
2644.2,,,43.8713,2.0658,,
2644.3,,,48.1658,1.2521,,
2644.4,,,52.9053,1.2681,,
2644.5,,,53.177,1.2844,,
2644.6,,,55.5479,1.389,,
2644.7,,,56.6007,1.3491,,
2644.8,,,56.2849,1.2833,,
2644.9,,,56.8032,1.1925,,
2645.0,,,57.8964,1.0849,,
2645.1,,,57.6861,1.0062,,
2645.2,,,56.3324,0.9673,,
2645.3,,,54.5606,0.9242,,
2645.4,,,53.7753,0.9168,,
2645.5,,,49.8305,0.9279,,
2645.6,,,46.6544,0.9409,,
2645.7,,,46.2872,0.9538,,
2645.8,,,46.209,0.9745,,
2645.9,,,44.4975,1.0101,,
2646.0,,,42.9663,1.0492,,
2646.1,,,44.7354,1.0257,,
2646.2,,,46.559,0.9677,,
2646.3,,,43.975,0.9096,,
2646.4,,,44.6892,0.8525,,
2646.5,,,44.8217,0.8733,,
2646.6,,,45.6878,0.894,,
2646.7,,,46.1355,0.8919,,
2646.8,,,49.144,0.8721,,
2646.9,,,52.2666,0.8705,,
2647.0,,,56.7372,0.8891,,
2647.1,,,59.8196,0.908,,
2647.2,,,59.4969,0.9263,,
2647.3,,,57.4565,0.9949,,
2647.4,,,51.9101,0.9291,,
2647.5,,,45.9912,0.6642,,
2647.6,,,37.9814,0.512,,
2647.7,,,32.6995,0.556,,
2647.8,,,31.6791,0.5895,,
2647.9,,,29.8265,0.5098,,
2648.0,,,29.194,0.4291,,
2648.1,,,29.3987,0.4044,,
2648.2,,,28.4742,0.3799,,
2648.3,,,28.7056,0.3785,,
2648.4,,,28.0922,0.4097,,
2648.5,,,28.6011,0.448,,
2648.6,,,30.595,0.4565,,
2648.7,,,29.5435,0.4519,,
2648.8,,,28.4129,0.436,,
2648.9,,,26.3434,0.4091,,
2649.0,,,25.669,0.3454,,
2649.1,,,25.9847,0.3061,,
2649.2,,,27.2322,0.3128,,
2649.3,,,27.5171,0.3126,,
2649.4,,,26.8323,0.3105,,
2649.5,,,28.9592,0.3015,,
2649.6,,,27.83,0.284,,
2649.7,,,26.8448,0.2727,,
2649.8,,,26.394,0.2688,,
2649.9,,,26.5991,0.2682,,
2650.0,,,26.9308,0.2718,,
2650.1,,,26.2506,0.2843,,
2650.2,,,26.8832,0.3135,,
2650.3,,,25.7915,0.3471,,
2650.4,,,27.3294,0.359,,
2650.5,,,27.5427,0.3623,,
2650.6,,,26.2232,0.3656,,
2650.7,,,26.4797,0.3683,,
2650.8,,,27.2178,0.3747,,
2650.9,,,29.5837,0.377,,
2651.0,,,29.2529,0.3811,,
2651.1,,,27.4051,0.3796,,
2651.2,,,26.6378,0.3763,,
2651.3,,,26.5437,0.3727,,
2651.4,,,26.3888,0.3611,,
2651.5,,,27.1038,0.3474,,
2651.6,,,27.8428,0.3431,,
2651.7,,,28.528,0.3362,,
2651.8,,,26.771,0.342,,
2651.9,,,27.867,0.362,,
2652.0,,,28.1061,0.3694,,
2652.1,,,26.5414,0.3736,,
2652.2,,,26.4787,0.3769,,
2652.3,,,26.8537,0.382,,
2652.4,,,27.9042,0.3784,,
2652.5,,,27.5037,0.3703,,
2652.6,,,27.5184,0.3388,,
2652.7,,,29.3315,0.3161,,
2652.8,,,26.5146,0.3145,,
2652.9,,,25.6685,0.3196,,
2653.0,,,24.1192,0.3216,,
2653.1,,,25.875,0.3064,,
2653.2,,,28.8738,0.2994,,
2653.3,,,29.3706,0.2959,,
2653.4,,,28.0322,0.2999,,
2653.5,,,30.2076,0.3159,,
2653.6,,,31.4806,0.3194,,
2653.7,,,30.5518,0.3222,,
2653.8,,,29.7695,0.3231,,
2653.9,,,29.4247,0.3298,,
2654.0,,,28.9305,0.3358,,
2654.1,,,28.0849,0.3369,,
2654.2,,,28.0402,0.3385,,
2654.3,,,29.5437,0.3419,,
2654.4,,,30.3699,0.3534,,
2654.5,,,29.6293,0.3555,,
2654.6,,,28.7666,0.3516,,
2654.7,,,28.5404,0.3543,,
2654.8,,,27.1086,0.361,,
2654.9,,,27.1838,0.3644,,
2655.0,,,29.9445,0.3617,,
2655.1,,,28.5402,0.3598,,
2655.2,,,29.1123,0.3538,,
2655.3,,,32.2061,0.3508,,
2655.4,,,31.8419,0.3514,,
2655.5,,,32.8662,0.3521,,
2655.6,,,32.7389,0.3501,,
2655.7,,,32.2423,0.3557,,
2655.8,,,31.6832,0.363,,
2655.9,,,32.1116,0.3584,,
2656.0,,,32.3094,0.3491,,
2656.1,,,29.7712,0.3501,,
2656.2,,,29.5928,0.366,,
2656.3,,,29.2824,0.377,,
2656.4,,,28.5886,0.3791,,
2656.5,,,27.6838,0.3784,,
2656.6,,,27.4306,0.3839,,
2656.7,,,26.8594,0.3895,,
2656.8,,,26.1112,0.4101,,
2656.9,,,26.1714,0.4349,,
2657.0,,,25.5181,0.4488,,
2657.1,,,25.6216,0.4608,,
2657.2,,,25.9409,0.4658,,
2657.3,,,27.4796,0.4681,,
2657.4,,,26.5022,0.4781,,
2657.5,,,27.2638,0.4877,,
2657.6,,,26.1448,0.4807,,
2657.7,,,23.3716,0.4796,,
2657.8,,,24.4797,0.4713,,
2657.9,,,26.3437,0.4584,,
2658.0,,,26.9288,0.4568,,
2658.1,,,27.2009,0.4619,,
2658.2,,,28.0459,0.4655,,
2658.3,,,28.916,0.4733,,
2658.4,,,28.0104,0.4736,,
2658.5,,,27.0888,0.4767,,
2658.6,,,27.4579,0.4834,,
2658.7,,,26.8942,0.4833,,
2658.8,,,25.7641,0.4725,,
2658.9,,,26.02,0.4727,,
2659.0,,,25.7211,0.4714,,
2659.1,,,26.5055,0.4667,,
2659.2,,,25.691,0.4633,,
2659.3,,,23.69,0.4659,,
2659.4,,,23.5552,0.4748,,
2659.5,,,24.4448,0.4923,,
2659.6,,,23.817,0.5088,,
2659.7,,,25.294,0.5145,,
2659.8,,,26.2288,0.5128,,
2659.9,,,24.1923,0.5104,,
2660.0,,,25.2005,0.5015,,
2660.1,,,26.8578,0.5065,,
2660.2,,,27.3981,0.5163,,
2660.3,,,26.0785,0.5178,,
2660.4,,,25.3206,0.5084,,
2660.5,,,24.4448,0.5098,,
2660.6,,,25.8745,0.4994,,
2660.7,,,26.7557,0.4931,,
2660.8,,,25.7796,0.4827,,
2660.9,,,26.3912,0.4689,,
2661.0,,,25.8689,0.4504,,
2661.1,,,25.8911,0.4421,,
2661.2,,,25.2274,0.4316,,
2661.3,,,27.3562,0.4214,,
2661.4,,,27.3191,0.4196,,
2661.5,,,26.7064,0.4167,,
2661.6,,,25.7848,0.4107,,
2661.7,,,24.7225,0.4037,,
2661.8,,,24.8972,0.3946,,
2661.9,,,25.1347,0.3839,,
2662.0,,,23.2609,0.3626,,
2662.1,,,23.4936,0.3514,,
2662.2,,,27.0141,0.3402,,
2662.3,,,28.2218,0.3393,,
2662.4,,,28.1512,0.3542,,
2662.5,,,27.71,0.3724,,
2662.6,,,27.9075,0.3932,,
2662.7,,,26.6855,0.3921,,
2662.8,,,24.8724,0.3669,,
2662.9,,,28.0307,0.3311,,
2663.0,,,28.6548,0.3043,,
2663.1,,,26.7659,0.2972,,
2663.2,,,28.0549,0.2976,,
2663.3,,,27.2747,0.3054,,
2663.4,,,27.7574,0.3099,,
2663.5,,,28.927,0.3115,,
2663.6,,,26.9676,0.3131,,
2663.7,,,27.5397,0.3118,,
2663.8,,,28.6494,0.3055,,
2663.9,,,28.0586,0.2999,,
2664.0,,,27.3517,0.2992,,
2664.1,,,28.7099,0.2949,,
2664.2,,,28.3837,0.2976,,
2664.3,,,28.7167,0.3047,,
2664.4,,,27.8881,0.3076,,
2664.5,,,27.9274,0.3116,,
2664.6,,,27.7269,0.3254,,
2664.7,,,27.5286,0.3306,,
2664.8,,,28.3098,0.3301,,
2664.9,,,31.2281,0.341,,
2665.0,,,34.9861,0.372,,
2665.1,,,40.3569,0.4307,,
2665.2,,,44.4102,0.5045,,
2665.3,,,45.7947,0.5718,,
2665.4,,,43.1221,0.5997,,
2665.5,,,40.5177,0.5833,,
2665.6,,,37.9471,0.5523,,
2665.7,,,36.4608,0.5484,,
2665.8,,,35.8631,0.5702,,
2665.9,,,35.0347,0.599,,
2666.0,,,36.2802,0.5953,,
2666.1,,,39.441,0.5565,,
2666.2,,,35.5272,0.5199,,
2666.3,,,33.7945,0.5491,,
2666.4,,,34.1587,0.6832,,
2666.5,,,33.3963,1.2087,,
2666.6,,,33.3373,1.7291,,
2666.7,,,32.5663,2.1237,,
2666.8,,,31.2595,2.4425,,
2666.9,,,31.3466,2.533,,
2667.0,,,29.1725,2.2918,,
2667.1,,,27.5428,1.9674,,
2667.2,,,26.8297,1.9224,,
2667.3,,,26.7202,1.7876,,
2667.4,,,29.1179,1.6027,,
2667.5,,,39.0195,1.4764,,
2667.6,,,55.9861,1.3657,,
2667.7,,,61.6221,1.0245,,
2667.8,,,57.4804,0.7085,,
2667.9,,,46.2684,0.5367,,
2668.0,,,34.0205,0.5052,,
2668.1,,,25.2117,0.5432,,
2668.2,,,17.7287,0.642,,
2668.3,,,13.4338,0.7713,,
2668.4,,,12.3606,0.9143,,
2668.5,,,13.974,0.9518,,
2668.6,,,14.8976,0.9665,,
2668.7,,,12.5672,1.0441,,
2668.8,,,11.614,1.1561,,
2668.9,,,9.867,1.1908,,
2669.0,,,10.3561,1.1821,,
2669.1,,,10.3157,1.232,,
2669.2,,,10.8993,1.2984,,
2669.3,,,12.0676,1.3233,,
2669.4,,,13.5302,1.3375,,
2669.5,,,13.1503,1.3661,,
2669.6,,,10.6641,1.4357,,
2669.7,,,10.0555,1.554,,
2669.8,,,10.4337,1.6294,,
2669.9,,,11.925,1.6878,,
2670.0,,,12.2819,1.7536,,
2670.1,,,12.6232,1.7845,,
2670.2,,,11.6437,1.7779,,
2670.3,,,10.4079,1.7585,,
2670.4,,,9.2352,1.7019,,
2670.5,,,8.7019,1.6201,,
2670.6,,,8.6381,1.4991,,
2670.7,,,9.3231,1.4251,,
2670.8,,,9.2923,1.4175,,
2670.9,,,8.415,1.5004,,
2671.0,,,8.8292,1.6453,,
2671.1,,,8.2621,1.7828,,
2671.2,,,7.7042,1.9025,,
2671.3,,,7.9739,1.8604,,
2671.4,,,7.4868,1.7508,,
2671.5,,,8.8527,1.7007,,
2671.6,,,9.1421,1.7029,,
2671.7,,,8.951,1.6909,,
2671.8,,,8.9849,1.7019,,
2671.9,,,10.6702,1.7413,,
2672.0,,,10.6052,1.7802,,
2672.1,,,9.7425,1.8015,,
2672.2,,,9.0223,1.7886,,
2672.3,,,8.0473,1.6946,,
2672.4,,,7.4265,1.5365,,
2672.5,,,7.3665,1.4413,,
2672.6,,,7.5119,1.4247,,
2672.7,,,7.8861,1.4475,,
2672.8,,,7.9127,1.4786,,
2672.9,,,9.9857,1.5799,,
2673.0,,,13.2388,1.6445,,
2673.1,,,14.776,1.5819,,
2673.2,,,14.4039,1.4977,,
2673.3,,,13.327,1.4511,,
2673.4,,,11.877,1.4077,,
2673.5,,,10.183,1.3933,,
2673.6,,,9.1471,1.4431,,
2673.7,,,8.1314,1.5276,,
2673.8,,,7.7884,1.6177,,
2673.9,,,8.2034,1.7428,,
2674.0,,,9.1639,1.7899,,
