DEPTH,NPHI,RHOB,GR,RT,PEF,CALI,DT
3129.5,0.0607,2.612,15.6138,9.0962,7.8185,8.625,62.531
3129.6,0.0614,2.6102,15.5411,8.9679,7.7634,8.625,62.0659
3129.7,0.0648,2.6067,14.9674,8.7636,7.711,8.6133,61.6311
3129.8,0.0618,2.6044,15.5983,8.628,7.7015,8.625,61.3874
3129.9,0.0609,2.604,16.3924,8.4824,7.7318,8.625,61.1437
3130.0,0.0597,2.6028,17.1598,8.3917,7.7703,8.625,60.9088
3130.1,0.062,2.5997,16.532,8.2515,7.7832,8.6133,60.7618
3130.2,0.0599,2.5969,15.7656,8.1845,7.7649,8.6094,60.6149
3130.3,0.0645,2.5966,15.6158,8.0966,7.7412,8.6093,60.4717
3130.4,0.0665,2.5975,15.5992,7.9964,7.7254,8.5782,60.4149
3130.5,0.065,2.5983,15.2522,7.9503,7.7176,8.6017,60.3581
3130.6,0.0658,2.5982,15.0745,7.9059,7.7073,8.625,60.301
3130.7,0.0661,2.5972,14.9547,7.8549,7.6898,8.625,60.335
3130.8,0.0657,2.596,15.5099,7.7662,7.6671,8.625,60.3694
3130.9,0.0646,2.5954,15.2677,7.58,7.6423,8.625,60.4038
3131.0,0.0634,2.5958,16.3959,7.2601,7.6128,8.625,60.4682
3131.1,0.0629,2.5969,17.4118,7.0056,7.5759,8.625,60.5344
3131.2,0.0631,2.5977,17.2496,6.8327,7.538,8.6249,60.6009
3131.3,0.0664,2.5981,17.7964,6.7422,7.5371,8.6015,60.8183
3131.4,0.0671,2.5977,18.6963,6.7594,7.5847,8.5782,61.0532
3131.5,0.0684,2.596,19.572,6.789,7.6364,8.6015,61.2882
3131.6,0.0671,2.5932,21.5951,6.7778,7.6455,8.5782,61.5317
3131.7,0.0685,2.5904,22.2399,6.6688,7.6113,8.625,61.7767
3131.8,0.0699,2.5891,22.8807,6.4687,7.58,8.625,62.0218
3131.9,0.0717,2.5907,22.1513,6.2772,7.5963,8.625,62.331
3132.0,0.0742,2.5944,21.5715,6.0931,7.6636,8.625,62.6561
3132.1,0.0772,2.5976,22.5468,5.9167,7.735,8.625,62.9811
3132.2,0.0798,2.5988,23.3503,5.8199,7.7687,8.625,63.2606
3132.3,0.0818,2.5975,22.308,5.7834,7.7402,8.625,63.5252
3132.4,0.0826,2.5947,22.4085,5.7927,7.6685,8.625,63.79
3132.5,0.0821,2.5917,22.5483,5.8261,7.5813,8.625,64.1422
3132.6,0.0808,2.5878,23.4136,5.7336,7.5034,8.625,64.5312
3132.7,0.0797,2.5837,23.3745,5.6729,7.4434,8.625,64.9203
3132.8,0.0795,2.5814,22.6973,5.6395,7.3895,8.625,65.3086
3132.9,0.0802,2.582,23.5989,5.6282,7.3344,8.6249,65.6965
3133.0,0.0842,2.584,24.831,5.6148,7.2822,8.5782,66.0842
3133.1,0.0827,2.5848,25.0496,5.6033,7.2465,8.625,66.3903
3133.2,0.0842,2.5843,24.4759,5.6016,7.2396,8.625,66.6438
3133.3,0.0854,2.5845,25.4718,5.6073,7.2613,8.625,66.897
3133.4,0.0862,2.5862,26.7801,5.5885,7.3129,8.625,67.0391
3133.5,0.0869,2.5885,27.468,5.5786,7.3942,8.625,67.0939
3133.6,0.0876,2.5903,30.1415,5.5544,7.4845,8.625,67.1486
3133.7,0.0881,2.5911,31.1228,5.5172,7.5363,8.625,67.1426
3133.8,0.0884,2.5909,30.5317,5.5025,7.5196,8.625,67.0788
3133.9,0.0885,2.5908,32.9339,5.4854,7.473,8.625,67.0152
3134.0,0.0883,2.5917,35.2399,5.4635,7.4518,8.625,66.9575
3134.1,0.088,2.5927,36.1983,5.442,7.4712,8.625,66.9067
3134.2,0.0881,2.5934,36.7701,5.4389,7.5147,8.625,66.856
3134.3,0.0889,2.5932,37.3394,5.398,7.548,8.625,66.8381
3134.4,0.0905,2.5925,36.5775,5.3765,7.5459,8.625,66.8663
3134.5,0.0926,2.5905,38.1887,5.362,7.5169,8.625,66.8947
3134.6,0.0948,2.5867,39.6385,5.3053,7.4592,8.625,66.9621
3134.7,0.0972,2.5821,40.7864,5.2644,7.394,8.625,67.0967
3134.8,0.1005,2.5778,40.7683,5.1861,7.3447,8.625,67.2314
3134.9,0.1053,2.5748,40.3992,5.0619,7.3277,8.625,67.3995
3135.0,0.1114,2.5725,41.7849,4.8868,7.3316,8.625,67.6383
3135.1,0.1177,2.5699,43.4483,4.7422,7.3175,8.625,67.877
3135.2,0.1237,2.5659,43.7737,4.6369,7.27,8.625,68.1499
3135.3,0.1293,2.5601,44.2205,4.5441,7.2217,8.625,68.5136
3135.4,0.1356,2.5534,45.2809,4.4263,7.2103,8.625,68.8772
3135.5,0.1435,2.547,46.0751,4.2791,7.252,8.625,69.2582
3135.6,0.1527,2.5421,47.283,4.1276,7.3305,8.625,69.6988
3135.7,0.1621,2.5376,48.342,3.9653,7.4254,8.625,70.1395
3135.8,0.1703,2.5331,47.888,3.7843,7.5199,8.625,70.5867
