DEPTH,NPHI,RHOB,GR,RT,PEF,CALI,DT
3204.5,0.147,2.478,7.315,1.996,8.025,8.703,70.303
3204.6,0.146,2.477,6.596,1.998,8.012,8.703,70.304
3204.7,0.145,2.478,7.558,2.004,8.016,8.703,70.353
3204.8,0.146,2.48,8.512,2.02,8.05,8.672,70.494
3204.9,0.145,2.484,8.78,2.04,8.093,8.672,70.532
3205.0,0.144,2.488,9.586,2.058,8.112,8.672,70.543
3205.1,0.142,2.493,9.161,2.104,8.074,8.672,70.55
3205.2,0.14,2.494,8.159,2.131,7.989,8.672,70.497
3205.3,0.138,2.494,8.248,2.147,7.905,8.672,70.445
3205.4,0.137,2.494,8.708,2.163,7.872,8.672,70.46
3205.5,0.138,2.495,9.853,2.175,7.889,8.672,70.513
3205.6,0.138,2.498,10.505,2.187,7.919,8.672,70.585
3205.7,0.137,2.5,10.441,2.209,7.94,8.672,70.669
3205.8,0.136,2.502,9.988,2.245,7.965,8.672,70.644
3205.9,0.133,2.505,9.956,2.283,8.001,8.682,70.569
3206.0,0.134,2.507,9.794,2.307,8.04,8.672,70.532
3206.1,0.135,2.507,9.738,2.307,8.061,8.672,70.5
3206.2,0.136,2.506,10.194,2.317,8.065,8.672,70.467
3206.3,0.137,2.505,10.705,2.35,8.072,8.672,70.408
3206.4,0.139,2.506,11.0,2.383,8.1,8.672,70.348
3206.5,0.139,2.507,11.659,2.42,8.142,8.688,70.29
3206.6,0.139,2.509,11.112,2.432,8.169,8.703,70.3
3206.7,0.134,2.509,10.88,2.437,8.149,8.75,70.335
3206.8,0.134,2.507,10.042,2.442,8.091,8.719,70.396
3206.9,0.134,2.504,10.709,2.44,8.04,8.672,70.393
3207.0,0.133,2.501,10.546,2.466,8.018,8.672,70.38
3207.1,0.133,2.5,10.619,2.468,8.013,8.672,70.353
3207.2,0.133,2.499,11.03,2.491,7.984,8.672,70.281
3207.3,0.134,2.499,11.672,2.489,7.928,8.672,70.23
3207.4,0.136,2.499,11.107,2.46,7.877,8.672,70.211
3207.5,0.136,2.498,10.803,2.485,7.866,8.703,70.22
3207.6,0.14,2.496,11.103,2.494,7.899,8.688,70.243
3207.7,0.14,2.495,11.086,2.509,7.949,8.687,70.285
3207.8,0.139,2.495,10.897,2.528,7.991,8.672,70.356
3207.9,0.138,2.495,11.053,2.553,8.016,8.672,70.459
3208.0,0.139,2.498,12.41,2.576,8.02,8.672,70.614
3208.1,0.14,2.504,14.289,2.607,8.015,8.672,70.805
3208.2,0.142,2.512,16.294,2.662,8.017,8.672,71.013
3208.3,0.142,2.52,16.818,2.701,8.037,8.672,71.241
3208.4,0.139,2.527,17.144,2.733,8.071,8.693,71.418
3208.5,0.137,2.531,17.951,2.772,8.098,8.703,71.564
3208.6,0.136,2.533,19.421,2.857,8.106,8.682,71.659
3208.7,0.134,2.537,19.752,2.91,8.1,8.672,71.817
3208.8,0.133,2.542,20.93,2.932,8.094,8.672,71.998
3208.9,0.131,2.547,21.505,2.927,8.095,8.682,72.157
3209.0,0.131,2.551,22.075,2.927,8.11,8.703,72.241
3209.1,0.129,2.554,21.711,2.919,8.143,8.73,72.234
3209.2,0.13,2.555,19.683,2.878,8.181,8.75,71.888
3209.3,0.133,2.553,18.944,2.882,8.199,8.703,71.494
3209.4,0.132,2.549,18.927,2.963,8.193,8.703,71.075
3209.5,0.129,2.546,18.786,3.017,8.177,8.703,70.704
3209.6,0.125,2.543,17.486,2.995,8.159,8.703,70.425
3209.7,0.118,2.54,14.839,3.017,8.131,8.75,70.217
3209.8,0.116,2.537,12.77,3.025,8.093,8.703,70.017
3209.9,0.112,2.533,12.149,3.003,8.055,8.703,69.768
3210.0,0.11,2.529,11.781,2.977,8.038,8.703,69.474
3210.1,0.107,2.528,11.755,2.978,8.068,8.75,69.2
3210.2,0.108,2.53,11.239,2.963,8.139,8.75,68.933
3210.3,0.109,2.533,11.232,2.957,8.208,8.727,68.676
3210.4,0.111,2.534,10.708,2.958,8.247,8.75,68.673
3210.5,0.114,2.533,10.257,2.968,8.248,8.734,68.793
3210.6,0.115,2.532,10.283,2.985,8.243,8.703,69.061
3210.7,0.116,2.532,11.358,2.997,8.264,8.703,69.457
3210.8,0.117,2.533,12.092,3.007,8.295,8.703,69.869
3210.9,0.117,2.535,12.664,3.004,8.285,8.703,70.284
3211.0,0.115,2.538,14.008,3.02,8.209,8.727,70.679
3211.1,0.117,2.542,14.906,3.007,8.104,8.719,71.014
3211.2,0.117,2.546,15.461,2.974,8.025,8.703,71.233
3211.3,0.118,2.549,15.919,2.955,7.998,8.703,71.506
3211.4,0.118,2.548,15.845,2.952,8.014,8.703,71.776
3211.5,0.12,2.546,16.035,2.962,8.061,8.672,72.001
3211.6,0.118,2.544,15.528,2.955,8.122,8.703,72.25
3211.7,0.115,2.542,15.884,2.894,8.191,8.75,72.444
3211.8,0.117,2.542,16.151,2.876,8.258,8.75,72.425
3211.9,0.119,2.544,16.035,2.88,8.314,8.75,72.285
3212.0,0.121,2.544,15.725,2.866,8.347,8.75,72.146
3212.1,0.126,2.541,15.885,2.804,8.344,8.703,72.251
3212.2,0.128,2.534,16.287,2.789,8.308,8.703,72.315
3212.3,0.128,2.529,16.492,2.736,8.259,8.703,72.356
3212.4,0.128,2.529,15.83,2.725,8.226,8.703,72.387
3212.5,0.129,2.53,14.964,2.698,8.222,8.703,72.389
3212.6,0.129,2.53,13.798,2.662,8.236,8.703,72.364
3212.7,0.13,2.526,13.24,2.613,8.254,8.703,72.253
3212.8,0.131,2.521,12.599,2.551,8.25,8.703,72.291
3212.9,0.131,2.517,12.813,2.512,8.204,8.703,72.45
3213.0,0.134,2.516,13.158,2.486,8.145,8.687,72.606
3213.1,0.135,2.517,13.136,2.431,8.116,8.672,72.732
3213.2,0.135,2.519,13.825,2.397,8.141,8.672,72.829
3213.3,0.135,2.52,14.544,2.374,8.182,8.682,72.941
3213.4,0.133,2.519,14.811,2.351,8.197,8.703,72.96
3213.5,0.134,2.517,13.399,2.332,8.187,8.703,72.87
3213.6,0.135,2.514,12.846,2.311,8.173,8.703,72.804
3213.7,0.138,2.509,12.845,2.281,8.173,8.703,72.696
3213.8,0.139,2.503,12.012,2.258,8.178,8.703,72.527
3213.9,0.141,2.498,11.722,2.217,8.167,8.672,72.324
3214.0,0.141,2.495,10.94,2.172,8.147,8.672,72.049
3214.1,0.14,2.493,10.322,2.136,8.133,8.672,71.655
3214.2,0.139,2.492,10.12,2.108,8.132,8.672,71.377
3214.3,0.139,2.491,9.52,2.079,8.132,8.672,71.184
3214.4,0.141,2.491,9.248,2.058,8.122,8.672,71.129
3214.5,0.142,2.489,8.893,2.039,8.107,8.672,71.064
3214.6,0.144,2.486,8.664,2.02,8.102,8.672,70.96
3214.7,0.144,2.483,8.546,2.002,8.098,8.672,70.756
3214.8,0.144,2.479,9.03,1.992,8.088,8.672,70.662
3214.9,0.143,2.477,8.32,1.991,8.068,8.672,70.616
3215.0,0.141,2.477,7.536,1.991,8.046,8.672,70.605
3215.1,0.139,2.478,8.051,1.996,8.025,8.672,70.603
3215.2,0.138,2.481,8.087,2.015,8.012,8.672,70.605
3215.3,0.138,2.486,8.675,2.058,8.008,8.672,70.605
3215.4,0.138,2.494,8.587,2.09,8.007,8.672,70.607
3215.5,0.138,2.501,9.162,2.146,8.0,8.672,70.628
3215.6,0.138,2.505,10.139,2.223,7.99,8.672,70.781
3215.7,0.136,2.506,10.202,2.284,7.992,8.672,70.886
3215.8,0.135,2.507,11.068,2.309,8.016,8.672,70.96
3215.9,0.133,2.51,11.843,2.333,8.055,8.672,71.044
3216.0,0.131,2.512,11.154,2.351,8.092,8.672,71.019
3216.1,0.129,2.512,10.861,2.369,8.121,8.672,70.907
3216.2,0.127,2.511,9.81,2.376,8.141,8.672,70.802
3216.3,0.125,2.512,8.949,2.379,8.153,8.672,70.699
3216.4,0.124,2.515,9.338,2.39,8.159,8.672,70.601
3216.5,0.123,2.52,10.538,2.392,8.153,8.672,70.609
3216.6,0.123,2.525,11.297,2.393,8.135,8.672,70.574
3216.7,0.122,2.528,11.841,2.392,8.111,8.703,70.485
3216.8,0.126,2.53,10.679,2.4,8.099,8.703,70.598
3216.9,0.129,2.529,10.414,2.398,8.102,8.672,70.672
3217.0,0.13,2.526,10.515,2.384,8.117,8.672,70.665
3217.1,0.13,2.521,10.984,2.369,8.135,8.672,70.563
3217.2,0.13,2.515,10.803,2.351,8.162,8.672,70.506
3217.3,0.128,2.511,10.543,2.343,8.198,8.703,70.551
3217.4,0.129,2.507,9.906,2.326,8.238,8.703,70.672
3217.5,0.13,2.505,9.582,2.305,8.241,8.703,70.729
3217.6,0.131,2.503,8.685,2.274,8.179,8.672,70.613
3217.7,0.13,2.501,8.981,2.257,8.077,8.672,70.608
3217.8,0.129,2.498,9.198,2.233,7.982,8.672,70.579
3217.9,0.129,2.497,9.353,2.215,7.913,8.672,70.405
3218.0,0.131,2.496,8.791,2.187,7.886,8.672,70.374
3218.1,0.133,2.496,7.983,2.186,7.903,8.672,70.339
3218.2,0.133,2.497,8.39,2.182,7.957,8.693,70.111
3218.3,0.136,2.496,8.612,2.166,8.009,8.687,69.957
3218.4,0.136,2.494,8.137,2.158,8.028,8.672,69.839
3218.5,0.135,2.491,7.614,2.138,8.023,8.672,69.735
3218.6,0.134,2.486,6.949,2.12,8.013,8.672,69.676
3218.7,0.133,2.481,6.6,2.085,8.002,8.672,69.633
3218.8,0.132,2.479,6.757,2.064,7.985,8.672,69.532
3218.9,0.128,2.479,6.798,2.052,7.964,8.682,69.421
3219.0,0.127,2.478,6.437,2.054,7.953,8.703,69.304
3219.1,0.128,2.477,6.081,2.079,7.969,8.703,69.221
3219.2,0.128,2.477,6.173,2.111,8.017,8.703,69.184
3219.3,0.129,2.481,7.074,2.147,8.086,8.75,69.187
3219.4,0.13,2.485,7.976,2.165,8.154,8.734,69.301
3219.5,0.129,2.491,8.877,2.179,8.193,8.703,69.425
3219.6,0.128,2.496,8.681,2.179,8.199,8.703,69.557
3219.7,0.126,2.502,8.573,2.226,8.179,8.703,69.689
3219.8,0.127,2.507,9.415,2.285,8.164,8.688,69.803
3219.9,0.124,2.513,10.009,2.319,8.19,8.693,69.898
3220.0,0.123,2.519,10.683,2.344,8.266,8.703,70.065
3220.1,0.123,2.523,11.856,2.366,8.365,8.719,70.305
3220.2,0.12,2.526,12.441,2.386,8.431,8.727,70.641
3220.3,0.12,2.527,13.413,2.398,8.436,8.781,71.195
3220.4,0.123,2.527,13.322,2.428,8.396,8.76,71.725
3220.5,0.127,2.529,13.954,2.439,8.354,8.727,72.159
3220.6,0.128,2.532,13.954,2.445,8.345,8.703,72.269
3220.7,0.129,2.534,13.603,2.442,8.358,8.703,72.27
3220.8,0.13,2.533,13.674,2.442,8.346,8.703,72.17
3220.9,0.128,2.528,13.318,2.443,8.285,8.75,71.967
3221.0,0.128,2.522,12.227,2.429,8.191,8.727,71.782
3221.1,0.129,2.517,11.841,2.414,8.116,8.703,71.728
3221.2,0.129,2.514,12.048,2.385,8.096,8.703,71.565
3221.3,0.13,2.511,10.865,2.364,8.123,8.703,71.394
3221.4,0.132,2.508,11.082,2.346,8.155,8.703,71.341
3221.5,0.133,2.505,10.412,2.33,8.16,8.703,71.196
3221.6,0.132,2.504,9.726,2.324,8.144,8.703,71.043
3221.7,0.13,2.504,9.748,2.338,8.123,8.703,71.051
3221.8,0.128,2.505,10.133,2.345,8.097,8.703,71.02
3221.9,0.128,2.505,10.436,2.341,8.068,8.703,70.958
3222.0,0.129,2.503,10.364,2.321,8.052,8.703,70.821
3222.1,0.131,2.501,10.271,2.307,8.071,8.703,70.727
3222.2,0.132,2.501,10.508,2.29,8.139,8.703,70.667
3222.3,0.132,2.502,10.128,2.285,8.226,8.703,70.66
3222.4,0.132,2.505,9.91,2.275,8.288,8.703,70.609
3222.5,0.131,2.508,9.7,2.264,8.308,8.703,70.522
3222.6,0.13,2.509,9.951,2.266,8.296,8.703,70.475
3222.7,0.131,2.508,9.596,2.271,8.262,8.703,70.438
3222.8,0.131,2.504,9.123,2.268,8.21,8.703,70.411
3222.9,0.132,2.5,9.686,2.278,8.155,8.703,70.413
3223.0,0.132,2.496,10.434,2.285,8.11,8.703,70.393
3223.1,0.132,2.494,10.027,2.288,8.066,8.703,70.343
3223.2,0.132,2.494,9.435,2.307,8.015,8.687,70.258
3223.3,0.131,2.496,8.997,2.324,7.963,8.672,70.189
3223.4,0.13,2.499,9.397,2.347,7.926,8.672,70.148
3223.5,0.13,2.503,9.857,2.371,7.92,8.672,70.102
3223.6,0.129,2.508,9.552,2.4,7.938,8.672,70.091
3223.7,0.127,2.512,10.509,2.411,7.958,8.688,70.143
3223.8,0.126,2.515,10.593,2.467,7.968,8.703,70.3
3223.9,0.125,2.516,10.673,2.494,7.976,8.703,70.525
3224.0,0.127,2.516,11.783,2.513,7.982,8.688,70.853
3224.1,0.126,2.516,13.187,2.538,7.98,8.703,71.268
3224.2,0.129,2.517,14.255,2.564,7.966,8.703,71.707
3224.3,0.13,2.519,15.254,2.601,7.953,8.672,72.15
3224.4,0.131,2.523,16.242,2.635,7.954,8.672,72.583
3224.5,0.131,2.529,15.823,2.665,7.973,8.672,72.983
3224.6,0.13,2.536,16.007,2.676,7.991,8.672,73.271
3224.7,0.127,2.541,16.589,2.676,8.0,8.672,73.474
3224.8,0.126,2.542,18.339,2.698,8.006,8.703,73.621
3224.9,0.128,2.542,19.368,2.729,8.014,8.672,73.671
3225.0,0.129,2.542,19.541,2.757,8.026,8.672,73.693
3225.1,0.13,2.543,19.821,2.765,8.041,8.672,73.701
3225.2,0.13,2.548,21.648,2.767,8.071,8.672,73.727
3225.3,0.131,2.554,24.026,2.755,8.11,8.672,73.776
3225.4,0.132,2.557,23.889,2.755,8.125,8.672,73.837
3225.5,0.132,2.557,22.339,2.774,8.086,8.672,73.841
3225.6,0.131,2.553,21.842,2.796,7.999,8.672,73.784
3225.7,0.13,2.549,21.866,2.802,7.909,8.672,73.673
3225.8,0.129,2.547,22.639,2.792,7.862,8.672,73.361
3225.9,0.128,2.548,21.759,2.769,7.871,8.672,73.01
3226.0,0.127,2.548,19.506,2.796,7.915,8.672,72.618
3226.1,0.126,2.545,17.026,2.751,7.961,8.672,72.108
3226.2,0.124,2.541,16.014,2.724,7.992,8.672,71.685
3226.3,0.122,2.536,15.382,2.739,7.994,8.672,71.374
3226.4,0.121,2.531,14.629,2.725,7.972,8.672,71.055
3226.5,0.118,2.527,13.038,2.715,7.929,8.672,70.811
3226.6,0.117,2.524,12.372,2.703,7.888,8.672,70.683
3226.7,0.116,2.524,12.718,2.726,7.868,8.672,70.676
3226.8,0.117,2.525,12.22,2.763,7.867,8.672,70.73
3226.9,0.119,2.526,12.689,2.777,7.869,8.672,70.864
3227.0,0.12,2.527,13.532,2.778,7.853,8.672,70.957
3227.1,0.12,2.526,13.569,2.788,7.815,8.672,71.05
3227.2,0.12,2.527,14.938,2.798,7.785,8.672,71.165
3227.3,0.121,2.53,14.649,2.834,7.798,8.672,71.25
3227.4,0.123,2.534,15.837,2.871,7.857,8.672,71.308
3227.5,0.124,2.537,16.275,2.88,7.932,8.672,71.315
3227.6,0.124,2.537,15.114,2.891,7.99,8.672,71.437
3227.7,0.124,2.536,15.763,2.903,8.015,8.672,71.6
3227.8,0.122,2.535,15.917,2.913,8.007,8.672,71.751
3227.9,0.121,2.535,15.539,2.913,7.985,8.672,71.883
3228.0,0.121,2.536,15.133,2.912,7.967,8.672,71.988
3228.1,0.12,2.537,16.391,2.916,7.959,8.672,72.006
3228.2,0.12,2.539,16.733,2.929,7.958,8.672,71.836
3228.3,0.121,2.54,15.035,2.928,7.956,8.672,71.564
3228.4,0.121,2.54,14.731,2.919,7.953,8.672,71.362
3228.5,0.121,2.537,14.788,2.931,7.948,8.672,71.229
3228.6,0.12,2.533,14.031,2.942,7.952,8.672,71.142
3228.7,0.118,2.531,13.343,2.944,7.97,8.703,70.995
3228.8,0.119,2.531,13.268,2.94,8.008,8.687,70.842
3228.9,0.118,2.533,13.086,2.933,8.056,8.672,70.682
3229.0,0.118,2.536,12.845,2.938,8.096,8.672,70.436
3229.1,0.119,2.538,12.813,2.943,8.107,8.672,70.316
3229.2,0.118,2.538,13.176,2.936,8.088,8.672,70.326
3229.3,0.117,2.538,12.315,2.923,8.058,8.672,70.34
3229.4,0.116,2.537,11.256,2.933,8.035,8.672,70.401
3229.5,0.116,2.537,11.129,2.947,8.025,8.672,70.521
3229.6,0.117,2.538,11.262,2.956,8.031,8.672,70.452
3229.7,0.116,2.538,11.866,2.96,8.045,8.703,70.347
3229.8,0.117,2.537,12.358,2.956,8.062,8.703,70.215
3229.9,0.119,2.534,12.153,2.965,8.073,8.672,70.12
3230.0,0.116,2.533,11.254,2.967,8.076,8.672,70.048
3230.1,0.114,2.533,10.854,2.97,8.073,8.672,70.009
3230.2,0.112,2.535,10.968,2.975,8.063,8.672,69.949
3230.3,0.112,2.536,11.052,2.989,8.034,8.672,69.892
3230.4,0.113,2.536,10.887,2.982,7.985,8.672,69.853
3230.5,0.114,2.536,9.897,3.002,7.922,8.672,69.801
3230.6,0.116,2.533,9.845,3.038,7.863,8.672,69.753
3230.7,0.117,2.529,10.697,3.043,7.834,8.672,69.73
3230.8,0.116,2.525,10.751,3.046,7.826,8.672,69.711
3230.9,0.115,2.523,11.704,3.053,7.819,8.672,69.697
3231.0,0.113,2.526,11.979,3.073,7.807,8.672,69.701
3231.1,0.113,2.53,11.611,3.092,7.804,8.672,69.714
3231.2,0.115,2.533,11.804,3.105,7.829,8.672,69.732
3231.3,0.116,2.536,13.148,3.123,7.891,8.672,69.753
3231.4,0.117,2.539,14.027,3.138,7.983,8.672,69.778
3231.5,0.114,2.543,13.576,3.145,8.076,8.703,69.807
3231.6,0.114,2.549,12.671,3.182,8.14,8.703,69.847
3231.7,0.111,2.553,12.546,3.19,8.168,8.688,69.855
3231.8,0.112,2.557,13.444,3.216,8.176,8.687,69.839
3231.9,0.113,2.557,13.927,3.231,8.182,8.672,69.784
3232.0,0.112,2.554,13.531,3.264,8.194,8.672,69.714
3232.1,0.112,2.551,13.345,3.289,8.202,8.672,69.631
3232.2,0.111,2.549,13.358,3.311,8.183,8.672,69.546
3232.3,0.11,2.551,12.403,3.314,8.129,8.672,69.504
3232.4,0.109,2.554,12.266,3.324,8.056,8.672,69.505
3232.5,0.109,2.556,11.745,3.35,7.998,8.672,69.429
3232.6,0.108,2.555,11.327,3.374,7.978,8.672,69.35
3232.7,0.108,2.552,11.386,3.432,7.989,8.672,69.272
3232.8,0.108,2.548,10.28,3.417,8.004,8.672,69.083
3232.9,0.108,2.546,10.382,3.51,7.996,8.672,68.877
3233.0,0.108,2.543,11.026,3.576,7.959,8.672,68.661
3233.1,0.107,2.539,11.776,3.594,7.916,8.687,68.473
3233.2,0.11,2.537,11.035,3.61,7.905,8.672,68.304
3233.3,0.11,2.537,11.029,3.656,7.934,8.672,68.165
3233.4,0.109,2.542,11.441,3.695,7.987,8.672,68.088
3233.5,0.107,2.547,11.722,3.728,8.041,8.672,68.024
3233.6,0.104,2.551,11.074,3.792,8.069,8.672,67.954
3233.7,0.101,2.554,10.782,3.871,8.058,8.672,67.958
3233.8,0.1,2.555,11.255,3.937,8.004,8.672,67.945
3233.9,0.099,2.555,12.332,3.974,7.926,8.672,67.815
3234.0,0.099,2.556,12.153,4.019,7.854,8.672,67.82
3234.1,0.098,2.558,12.215,4.064,7.81,8.672,67.851
3234.2,0.097,2.561,12.226,4.101,7.804,8.672,67.778
3234.3,0.097,2.564,11.384,4.137,7.838,8.672,67.593
3234.4,0.097,2.565,11.03,4.16,7.907,8.672,67.341
3234.5,0.097,2.566,11.39,4.184,7.982,8.672,67.02
3234.6,0.096,2.567,10.969,4.207,8.03,8.672,66.775
3234.7,0.094,2.57,11.139,4.243,8.04,8.672,66.585
3234.8,0.092,2.572,10.926,4.29,8.014,8.672,66.496
3234.9,0.089,2.572,11.479,4.327,7.968,8.672,66.467
3235.0,0.087,2.569,11.424,4.353,7.918,8.672,66.487
3235.1,0.086,2.568,10.823,4.388,7.882,8.672,66.598
3235.2,0.086,2.57,10.156,4.413,7.889,8.672,66.699
3235.3,0.088,2.576,10.42,4.425,7.948,8.672,66.792
3235.4,0.09,2.584,11.356,4.44,8.06,8.672,66.806
3235.5,0.091,2.592,12.365,4.458,8.193,8.672,66.807
3235.6,0.092,2.596,12.805,4.457,8.282,8.672,66.794
3235.7,0.092,2.594,12.75,4.445,8.292,8.672,66.78
3235.8,0.092,2.588,12.946,4.45,8.231,8.672,66.831
3235.9,0.093,2.582,13.407,4.466,8.161,8.672,66.966
3236.0,0.094,2.58,12.989,4.47,8.136,8.672,67.156
3236.1,0.096,2.582,12.074,4.471,8.155,8.672,67.317
3236.2,0.097,2.586,12.284,4.454,8.189,8.672,67.421
3236.3,0.098,2.587,11.759,4.426,8.199,8.672,67.369
3236.4,0.099,2.586,11.442,4.414,8.179,8.672,67.265
3236.5,0.1,2.582,11.336,4.406,8.177,8.672,67.107
3236.6,0.101,2.579,10.958,4.397,8.22,8.672,66.872
3236.7,0.102,2.577,10.567,4.41,8.29,8.672,66.617
3236.8,0.101,2.574,9.334,4.419,8.343,8.672,66.355
3236.9,0.101,2.571,9.451,4.408,8.347,8.672,66.083
3237.0,0.1,2.565,10.119,4.391,8.302,8.672,65.824
3237.1,0.098,2.562,10.287,4.402,8.226,8.672,65.615
3237.2,0.099,2.563,9.655,4.451,8.153,8.672,65.408
3237.3,0.094,2.567,9.661,4.505,8.119,8.625,65.233
3237.4,0.091,2.569,9.728,4.614,8.143,8.672,65.195
3237.5,0.087,2.572,9.797,4.653,8.168,8.672,65.272
3237.6,0.084,2.574,10.436,4.721,8.184,8.672,65.42
3237.7,0.083,2.575,10.629,4.797,8.159,8.672,65.64
3237.8,0.083,2.578,9.633,4.867,8.11,8.672,65.696
3237.9,0.086,2.579,8.885,4.972,8.066,8.625,65.65
3238.0,0.087,2.581,8.909,5.027,8.037,8.625,65.574
3238.1,0.088,2.582,9.201,5.061,8.029,8.625,65.545
3238.2,0.089,2.583,10.293,5.137,8.04,8.625,65.544
3238.3,0.089,2.583,11.365,5.211,8.071,8.625,65.375
3238.4,0.09,2.585,12.218,5.308,8.127,8.625,65.268
3238.5,0.087,2.588,13.257,5.352,8.194,8.672,65.217
3238.6,0.087,2.594,14.453,5.458,8.247,8.672,65.235
3238.7,0.087,2.599,15.485,5.642,8.27,8.672,65.329
3238.8,0.088,2.602,14.585,5.707,8.259,8.648,65.506
3238.9,0.089,2.603,14.854,5.758,8.223,8.672,65.867
3239.0,0.088,2.604,15.87,5.776,8.18,8.703,66.149
3239.1,0.09,2.607,16.567,5.838,8.147,8.672,66.312
3239.2,0.092,2.611,15.792,5.929,8.12,8.672,66.27
3239.3,0.094,2.614,16.619,6.129,8.092,8.672,66.074
3239.4,0.094,2.614,17.895,6.214,8.067,8.693,65.662
3239.5,0.095,2.611,18.453,6.279,8.045,8.703,65.172
3239.6,0.096,2.609,18.181,6.261,8.025,8.672,64.835
3239.7,0.093,2.605,17.088,6.091,7.992,8.672,64.83
3239.8,0.093,2.601,15.685,5.838,7.94,8.625,65.1
3239.9,0.09,2.597,15.662,5.819,7.868,8.625,65.435
3240.0,0.089,2.593,15.403,5.764,7.782,8.625,65.771
3240.1,0.088,2.587,15.226,5.65,7.686,8.625,66.017
3240.2,0.085,2.58,16.53,5.295,7.589,8.625,66.257
3240.3,0.085,2.573,16.061,5.105,7.546,8.672,66.57
3240.4,0.085,2.57,16.074,5.283,7.611,8.672,66.643
3240.5,0.086,2.571,17.131,5.396,7.752,8.672,66.632
3240.6,0.088,2.576,18.558,5.365,7.866,8.648,66.667
3240.7,0.089,2.581,19.092,5.311,7.89,8.672,66.499
3240.8,0.09,2.58,17.487,5.193,7.835,8.672,66.223
3240.9,0.09,2.575,15.05,5.062,7.767,8.672,65.917
3241.0,0.092,2.566,13.161,4.925,7.732,8.625,65.432
3241.1,0.088,2.559,12.593,4.937,7.735,8.672,64.896
3241.2,0.089,2.556,12.093,5.022,7.768,8.625,64.966
3241.3,0.088,2.558,10.95,5.122,7.85,8.625,64.948
3241.4,0.083,2.564,10.03,5.159,7.97,8.648,64.888
3241.5,0.082,2.572,10.065,5.208,8.087,8.649,65.34
3241.6,0.079,2.579,10.482,5.238,8.154,8.703,65.428
3241.7,0.079,2.582,9.835,5.302,8.15,8.703,65.181
3241.8,0.08,2.579,9.924,5.341,8.096,8.672,65.034
3241.9,0.081,2.577,9.918,5.381,8.033,8.672,64.712
3242.0,0.081,2.578,9.799,5.397,7.994,8.625,64.196
3242.1,0.083,2.582,10.013,5.387,8.005,8.672,64.298
